,link,Notebook neve,Raktáron,Ár,Régi Ár,Akciós Ár,Processzor leírás,Operációs rendszer,Memória,Háttértár,Grafikus vezérlő,Kijelző,Képfrissítés,Fényerő,LAN típus,Wi-Fi,Bluetooth,HDMI normál,USB 3.1,USB3.1 Type-C,Thunderbolt támogatás,Lighting csatlakozó,Optikai meghajtó,Billentyűzet,Audio leírás,Akkumulátor leírás,Méret,Súly,Garancia,Webkamera,USB 2.0,USB 3.0,Kártya olvasó,Extrák,További extrák,USB3.0 Type-C,Displayport mini,Érintő kijelző,HSDPA,VGA
289,https://www.notebook.hu/dell-vostro-15-3500-n5001vn3500emea01-2105-ubu-294322,"
Dell Vostro 15 3500 (N5001VN3500EMEA01_2105_UBU) Fekete
",Raktáron,397 900 Ft,,,"Intel® Core™ i7-1165G7 Processor (12M Cache, up to 4.70 GHz, with IPU)",Ubuntu (Linux),16GB (2x8) DDR4 2666MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,,1000Mbps,802.11 ac,v 5,1 db,2 db,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Beépített hangszórók (2db 2W), Realtek ALC3204",3 cellás 42Whr beépített,363.96x249.00x19.00 mm,1.78 kg,36 hónap,HD Webkamera (beépített),1 db,,"SD, SDHX, SDXC",TPM chip,,,,,,
290,https://www.notebook.hu/huawei-matebook-d15-53010uaj-302941,"
Huawei MateBook D15 (53010UAJ) ezüst
",Raktáron,249 900 Ft,,,"AMD® Ryzen™ 5-3500U Quad-core 2.1 GHz Mobile APU (4M Cache, up to 3.7 GHz)",Microsoft Windows 10 Home,8GB DDR4 2400MHz RAM,256GB M.2 PCIe SSD,Radeon™ Vega 8 Graphics,"15.6"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Nincs numpad, Angol kiosztású",Beépített hangszórók + digitális dual mikrofon,3 cellás 42Whr beépített,357.80x229.90x16.90 mm,1.60 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,,Ujjlenyomat olvasó,"G-szenzorok, Hall szenzor",1 db,,,,
291,https://www.notebook.hu/lenovo-v15-ada-82c7000thv-285920,"
LENOVO V15 ADA (82C7000THV) Vasszürke
",Raktáron,229 900 Ft,,,"AMD® Ryzen™ 3-3250U Dual-core 2.6 GHz Mobile APU (4M Cache, up to 3.5 GHz)",Microsoft Windows 10 Home,8GB DDR4 2400MHz RAM (2x4GB),256GB M.2 PCIe SSD,AMD Radeon™ Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"HD Audio, Dolby Audio sztereó hangszórók (2x 1.5W), audio/mikrofon kombinált csatlakozó",2 cellás 35Whr beépített,362.20x251.50x19.90 mm,1.85 kg,24 hónap,VGA Webkamera (beépített),1 db,2 db,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
292,https://www.notebook.hu/acer-aspire-3-a315-23-r6rl-nx-a2zeu-001-282243,"
ACER Aspire 3 A315-23-R6RL (NX.A2ZEU.001) ezüst
",Raktáron,209 900 Ft,,,"AMD® Ryzen™ 3-3250U Quad-core 2.6 GHz Mobile APU (4M Cache, up to 3.5 GHz)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,AMD Radeon™ Graphics,"15.6"" FullHD (1920 x 1080) ComfyView™ matt LCD",,,1000Mbps,802.11 ac,v 4.1,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,Beépített sztereó hangrendszer,2 cellás 37Whr beépített,363.40x250.50x19.90 mm,1.90 kg,36 hónap,Acer Crystal Eye webkamera + beépített mikrofon,1 db,2 db,,TPM chip,,,,,,
293,https://www.notebook.hu/lenovo-v15-iil-82c500jfhv-300747,"
LENOVO V15-IIL (82C500JFHV) Vasszürke
",Raktáron,209 900 Ft,,,"Intel® Core™ i3-1005G1 Processor (4M Cache, Up to 3.40)",FreeDos,4GB DDR4 2666MHz RAM,1 TB HDD 7200 rpm,Intel® UHD Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,,802.11 ac,v 4.2,1 db,2 db,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"HD Audio, Dolby Audio sztereó hangszórók, audio/mikrofon kombinált csatlakozó",2 cellás 35Whr beépített,362.20x251.50x19.90 mm,1.80 kg,36 hónap,VGA Webkamera (beépített),1 db,,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
294,https://www.notebook.hu/asus-zenbook-13-ux325-ux325ea-ah025-303243,"
Asus ZenBook 13 UX325 (UX325EA-AH025) Fenyőszürke
",Raktáron,299 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Operációs rendszer nélkül,8GB LPDDR4X RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"13.3"" FullHD (1920 x 1080) WVA matt LCD",60 Hz,450 nit,,802.11 ax,v 5,1 db,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Smart Amp Technology, Beépített hangszórók, Harman/Kardon minősítés + Tömbmikrofon",4 cellás 67Whr beépített,304.00x203.00x13.90 mm,1.15 kg,36 hónap,"HD IR Webkamera, Windows Hallo támogatással",,1 db,microSD,TPM chip,"NumberPad támogatás, US MIL-STD 810G minősítés",,,,,
295,https://www.notebook.hu/lenovo-thinkpad-e14-gen2-20ta000chv-288066,"
LENOVO ThinkPad E14 Gen2 (20TA000CHV) fekete
",Raktáron,439 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Professional,8GB DDR4 3200MHz RAM,256GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"14"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,1000Mbps,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","HD Audio, Realtek® ALC3287 codec, Dolby® Audio™, HARMAN-minősített beépített hangszórók (2db 2W)",45Whr beépített,324.00x220.00x19.90 mm,1.60 kg,36 hónap,HD Webkamera (beépített),1 db,1 db,,"Ujjlenyomat olvasó, TPM chip",,1 db,,,,
296,https://www.notebook.hu/dell-latitude-15-5511-n005l551115emea-279589,"
DELL Latitude 15 5511 (N005L551115EMEA) Szürke
",Raktáron,655 900 Ft,,,"Intel® Core™ i7-10850H Processor (12M Cache, up to 5.10 GHz)",Microsoft Windows 10 Professional,16GB DDR4 2933MHz RAM (1x16GB),512GB M.2 PCIe SSD,Intel® UHD Graphics,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,220 nit,1000Mbps,802.11 ax,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",Beépített hangszórók (2db 2W),4 cellás 68Whr beépített,359.10x236.25x11.81 mm,1.82 kg,36 hónap,HD Webkamera (beépített),,3 db,microSD,Ujjlenyomat olvasó,,,,,Előkészített,
297,https://www.notebook.hu/dell-inspiron-13-7306-2in1-7306fi5wa2-287404,"
Dell Inspiron 13 7306 2in1 (7306FI5WA2) Platinaezüst
",Raktáron,447 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB LPDDR4X 4267MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"13.3"" FullHD (1920 x 1080) WVA fényes Multi-Touch LCD (Active pen támogatás)",60 Hz,,,802.11 ax,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",Beépített sztereó hangszórók MaxxAudio® Pro-val,4 cellás 53Whr beépített,305.19x197.80x15.94 mm,1.23 kg,36 hónap,HD Webkamera (beépített),,1 db,microSD,,,,,Multi-Touch,,
298,https://www.notebook.hu/dell-vostro-15-3500-n3003vn3500emea01-2105-hom-289994,"
DELL Vostro 15 3500 (N3003VN3500EMEA01_2105_HOM) Fekete
",Raktáron,355 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM,256GB M.2 PCIe SSD,NVIDIA® GeForce™ MX330 2GB GDDR5,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,,1000Mbps,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Beépített hangszórók (2db 2W), Realtek ALC3204",3 cellás 42Whr beépített,363.96x249.00x19.00 mm,1.78 kg,36 hónap,HD Webkamera (beépített),1 db,2 db,"SD, SDHX, SDXC","Ujjlenyomat olvasó, TPM chip",,1 db,,,,
299,https://www.notebook.hu/dell-vostro-15-3500-n3008vn3500emea01-2105-290048,"
DELL Vostro 15 3500 (N3008VN3500EMEA01_2105) fekete
",Raktáron,446 900 Ft,,,"Intel® Core™ i7-1165G7 Processor (12M Cache, up to 4.70 GHz, with IPU)",Microsoft Windows 10 Professional,8GB DDR4 3200MHz RAM,512GB M.2 PCIe SSD,NVIDIA® GeForce™ MX330 2GB GDDR5,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,,1000Mbps,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Beépített hangszórók (2db 2W), Realtek ALC3204",3 cellás 42Whr beépített,363.96x249.00x19.00 mm,1.78 kg,36 hónap,HD Webkamera (beépített),1 db,2 db,"SD, SDHX, SDXC","Ujjlenyomat olvasó, TPM chip",,1 db,,,,
300,https://www.notebook.hu/dell-g5-5500-g5500fi5wj1-291379,"
Dell G5 5500 (G5500FI5WJ1) fekete
",Raktáron,479 900 Ft,,,"Intel® Core™ i5-10300H Processor (8M Cache, up to 4.50 GHz)",Microsoft Windows 10 Home,8GB DDR4 2933MHz RAM,512GB M.2 PCIe SSD,NVIDIA® GeForce™ GTX 1660Ti 6GB GDDR6,"15.6"" FullHD (1920 x 1080) matt WVA LCD",,300 nit,1000Mbps,802.11 ax,v 5.1,1 db,,1 db,Igen,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",Realtek ALC3254 Nahimic 3D Audio technológia (2db 2W hangszóró) + dual tömbmikrofon,4 cellás 68Whr beépített,364.46x254.00x28.18 mm,2.55 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,SD,"Ujjlenyomat olvasó, VR Ready",,,1 db,,,
301,https://www.notebook.hu/dell-vostro-15-3500-n3006vn3500emea01-2105-ubu-291194,"
Dell Vostro 15 3500 (N3006VN3500EMEA01_2105_UBU) Fekete
",Raktáron,313 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Ubuntu (Linux),8GB (1x8) DDR4 2666MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,,1000Mbps,802.11 ac,v 5,1 db,2 db,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású","Beépített hangszórók (2db 2W), Realtek ALC3204",3 cellás 42Whr beépített,363.96x249.00x19.00 mm,1.78 kg,36 hónap,HD Webkamera (beépített),1 db,,"SD, SDHX, SDXC",TPM chip,,,,,,
302,https://www.notebook.hu/lenovo-thinkbook-13s-iml-20rr0004hv-275746,"
LENOVO ThinkBook 13s-IML (20RR0004HV) Ásványszürke
",Raktáron,,Régi ár: 399 900 Ft,379 900 Ft,"Intel® Core™ i7-10510U Processor (8M Cache, up to 4.80)",Microsoft Windows 10 Professional,8GB DDR4 2666MHz RAM,256GB M.2 PCIe SSD,Intel® UHD Graphics,"13.3"" FullHD (1920 x 1080) matt WVA LED",60 Hz,300 nit,,802.11 ac,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","HD Audio, Realtek ALC3287 codec, beépített hangszórók (2W x 2) Dolby Audio X3 + dual array beépített mikrofon",45Whr beépített,307.60x216.60x15.90 mm,1.32 kg,36 hónap,HD Webkamera (beépített),,2 db,,"Ujjlenyomat olvasó, TPM chip",,,,,,
303,https://www.notebook.hu/lenovo-v15-ada-82c70099hv-302957,"
LENOVO V15 ADA (82C70099HV) Vasszürke
",Raktáron,189 900 Ft,,,"AMD® 3020e Dual-core 1.2GHz (4M Cache, up to 2.6 GHz)",Microsoft Windows 10 Home,4GB DDR4 2400MHz RAM,128GB M.2 PCIe SSD,AMD Radeon™ Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"HD Audio, Dolby Audio sztereó hangszórók (2x 1.5W), audio/mikrofon kombinált csatlakozó",2 cellás 35Whr beépített,362.20x251.50x19.90 mm,1.85 kg,24 hónap,VGA Webkamera (beépített),1 db,2 db,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
304,https://www.notebook.hu/acer-swift-3-ultrabook-sf314-59-59w7-nx-a0meu-002-286280,"
Acer Swift 3 Ultrabook SF314-59-59W7 (NX.A0MEU.002) Ezüst
",Raktáron,,Régi ár: 309 900 Ft,299 900 Ft,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Operációs rendszer nélkül,8GB DDR4 2666MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"14"" FullHD (1920 x 1080) Acer Comfyview IPS LCD",,,,802.11 ax,v 5,1 db,,,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Acer Trueharmony sztereó hangrendszer, 1 db fejhallgató/hangszóró kombinált kimenet",3 cellás 48Whr beépített,319.50x217.00x15.95 mm,1.19 kg,36 hónap,Acer Crystal Eye S-HDR Webkamera + Mikrofon,1 db,1 db,,Ujjlenyomat olvasó,,1 db,,,,
305,https://www.notebook.hu/dell-latitude-15-3510-3510-298278-294968,"
DELL Latitude 15 3510 (3510_298278) Fekete
",Raktáron,292 900 Ft,,,"Intel® Core™ i5-10210U Processor (6M Cache, up to 4.10)",Ubuntu (Linux),8GB DDR4 2666MHz RAM (1x8GB),256GB M.2 PCIe SSD,Intel® UHD Graphics,"15.6"" FullHD (1920 x 1080) matt WVA LCD",60 Hz,220 nit,1000Mbps,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,Beépített hangszórók (2db 2W),4 cellás 53Whr beépített,361.40x247.85x17.97 mm,1.91 kg,36 hónap,HD Webkamera (beépített),1 db,2 db,microSD,Ujjlenyomat olvasó,,1 db,,,,
306,https://www.notebook.hu/lenovo-v15-ada-82c700c6hv-296523,"
LENOVO V15 ADA (82C700C6HV) Vasszürke
",Raktáron,,Régi ár: 229 900 Ft,209 900 Ft,"AMD® Ryzen™ 5-3500U Quad-core 2.1 GHz Mobile APU (4M Cache, up to 3.7 GHz)",FreeDos,4GB DDR4 2400MHz RAM,512GB M.2 PCIe SSD,Radeon™ Vega 8 Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"HD Audio, Dolby Audio sztereó hangszórók (2x 1.5W), audio/mikrofon kombinált csatlakozó",2 cellás 35Whr beépített,362.20x251.50x19.90 mm,1.85 kg,24 hónap,VGA Webkamera (beépített),1 db,2 db,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
307,https://www.notebook.hu/microsoft-surface-go-2-8-128gb-sua-00003-282392,"
Microsoft Surface Go 2 8/128GB (SUA-00003)
",Raktáron,333 900 Ft,,,"Intel® Core™ m3-8100Y Processor (4M Cache, up to 3.40 GHz)",Microsoft Windows 10 Professional,8GB LPDDR3 1866MHz RAM,128GB SSD,Intel® UHD Graphics 615,"10.5"" 1920 x 1280 fényes Multi-Touch PixelSense™ Display LCD",60 Hz,,,802.11 ax,v 5,,,,Nem,Nem,USB (vásárolható),,"Beépített hangszórók (2db 2W), Dolby® Audio™ + Dual Studio mikrofon (beépített)","akár 10 óra, normál használat mellett",245.00x175.00x8.30 mm,0.55 kg,36 hónap,5MP / FullHD 1080p előlapi kamera + 8MP / FullHD 1080p autófókuszos hátlapi kamera,,,microSD,TPM chip,"Surface Connect port, Fényérzékelő, Gyorsulásmérő, Gyroscope, Magnetometer, Windows Hallo arcfelismerés, Surface Dial komptatibilitás",1 db,,Multi-Touch,,
308,https://www.notebook.hu/acer-aspire-3-a315-23g-r01g-nx-hvreu-00v-301756,"
ACER Aspire 3 A315-23G-R01G (NX.HVREU.00V) fekete
",Raktáron,229 900 Ft,,,"AMD® Ryzen™ 5-3500U Quad-core 2.1 GHz Mobile APU (4M Cache, up to 3.7 GHz)",FreeDos,4GB DDR4 2666MHz RAM,512GB M.2 PCIe SSD,AMD® Radeon™ 625 2GB GDDR5,"15.6"" FullHD (1920 x 1080) ComfyView™ matt LCD",,,1000Mbps,802.11 ac,v 4.1,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,Beépített sztereó hangrendszer,2 cellás 37Whr beépített,363.40x250.50x19.90 mm,1.90 kg,36 hónap,Acer Crystal Eye webkamera + beépített mikrofon,1 db,2 db,,TPM chip,,,,,,
309,https://www.notebook.hu/lenovo-thinkpad-e14-20ra001mhv-fekete,"
LENOVO ThinkPad E14 (20RA001MHV) Fekete
",Raktáron,496 900 Ft,,,"Intel® Core™ i5-10210U Processor (6M Cache, up to 4.10)",Microsoft Windows 10 Professional,16GB DDR4 2666MHz RAM,512 GB M.2 PCIe SSD,Intel® UHD Graphics,"14"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,1000Mbps,802.11 ax,v 5,1 db,2 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Dolby Audio™, 2 x 2W speakers by Harman Kardon®",cellás 45Whr beépített,325.00x232.00x18.90 mm,1.69 kg,36 hónap,HD 720p with ThinkShutter,1 db,,,TPM chip,,,,,,
310,https://www.notebook.hu/msi-sword-15-a11ud-9s7-158213-022-301927,"
MSI Sword 15 A11UD (9S7-158213-022) fehér
",Raktáron,449 900 Ft,,,"Intel® Core™ i7-11800H Processor (24M Cache, up to 4.60)",Operációs rendszer nélkül,8GB DDR4 3200MHz RAM,512GB M.2 PCIe SSD,NVIDIA® GeForce™ RTX 3050Ti 4GB GDDR6,"15.6"" FullHD (1920 x 1080) matt IPS-level LCD",144 Hz,,1000Mbps,802.11 ax,v 5.2,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",1x Mic-in/Headphone-out Combo Jack,53Whr beépített,359.00x259.00x24.90 mm,2.10 kg,36 hónap,HD Webkamera (beépített),1 db,2 db,,,"Egyszínű, kék billentyűzet háttérvilágítás",1 db,,,,
311,https://www.notebook.hu/hp-pavilion-x360-15-er0000nh-396n5ea-293137,"
HP Pavilion x360 15-er0000nh (396N5EA) ezüst
",Raktáron,379 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM (2x4GB),512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) fényes Multi-Touch IPS LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",B&O hangzás; Dupla hangszóró; HP Audio Boost,3 cellás 43Whr beépített,357.60x229.20x20.60 mm,1.79 kg,36 hónap,HP Wide Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,2 db,microSD,,Gyorsulásmérő; Giroszkóp,,,Multi-Touch,,
312,https://www.notebook.hu/lenovo-ideapad-flex-5-14alc05-82hu0056hv,"
LENOVO IdeaPad Flex 5 14ALC05 (82HU0056HV) Grafit szürke
",Raktáron,309 900 Ft,,,"AMD® Ryzen™ 5-5500U 6 magos 2.1 GHz Mobile APU (8M Cache, up to 4.0 GHz)",Microsoft Windows 10 Home in S Mode,8GB DDR4 3200MHz RAM,256GB M.2 2242 PCIe 3.0x4 NVMe SSD,AMD Radeon™ Graphics,"14"" FullHD (1920 x 1080) fényes Multi-Touch LCD",,250 nit,,802.11 ac,v 5,1 db,2 db,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","HD Audio, 2W x 2 hangszóró Dolby Atmos certification, dual-array mikrofon, 1 x fejhallgató / mikrofon combo jack (3.5mm)","52,5Whr beépített",321.50x217.50x20.90 mm,1.50 kg,36 hónap,"Beépített HD 720p Webkamera, Privacy Shutter, fix fókusz",,,"MMC, SD, SDHX, SDXC",Ujjlenyomat olvasó,Gyorsulásmérő,,,Multi-Touch,,
313,https://www.notebook.hu/lenovo-v15-ada-82c70063hv-300748,"
LENOVO V15 ADA (82C70063HV) Vasszürke
",Raktáron,199 900 Ft,,,"AMD® Ryzen™ 3-3250U Dual-core 2.6 GHz Mobile APU (4M Cache, up to 3.5 GHz)",FreeDos,4GB DDR4 2400MHz RAM,128GB M.2 PCIe SSD,AMD Radeon™ Graphics,"15.6"" FullHD (1920 x 1080) matt TN LCD",60 Hz,220 nit,,802.11 ac,v 5,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,"HD Audio, Dolby Audio sztereó hangszórók (2x 1.5W), audio/mikrofon kombinált csatlakozó",2 cellás 35Whr beépített,362.20x251.50x19.90 mm,1.85 kg,24 hónap,VGA Webkamera (beépített),1 db,2 db,"MMC, SD, SDHX, SDXC",TPM chip,,,,,,
314,https://www.notebook.hu/hp-pavilion-x360-14-dy0000nh-293147,"
HP Pavilion x360 14-dy0000nh (396J9EA) ezüst
",Raktáron,449 900 Ft,,,"Intel® Core™ i7-1165G7 Processor (12M Cache, up to 4.70 GHz, with IPU)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM (2x8GB),512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"14"" FullHD (1920 x 1080) fényes Multi-Touch IPS LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",B&O hangzás; Dupla hangszóró; HP Audio Boost,3 cellás 43Whr beépített,322.00x209.00x19.90 mm,1.50 kg,36 hónap,HP Wide Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,2 db,microSD,,Gyorsulásmérő; eCompass; Giroszkóp,,,Multi-Touch,,
315,https://www.notebook.hu/acer-aspire-3-a315-34-c84t-nx-hxdeu-003-fekete-302503,"
Acer Aspire 3 A315-34-C84T (NX.HXDEU.003) fekete
",Raktáron,179 900 Ft,,,"Intel® Celeron® Processor N4020 (4M Cache, up to 2.80 GHz)",Microsoft Windows 10 Home in S mode,4GB DDR4 2400MHz RAM,128GB M.2 PCIe SSD,Intel® UHD Graphics 600,"15.6"" FullHD (1920 x 1080) ComfyView LCD",60 Hz,,1000Mbps,802.11 ac,v 4.1,1 db,,,Nem,Nem,USB (vásárolható),Magyar kiosztású,Beépített hangszórók (2db) + Digitális mikrofon,2 cellás 36.7Whr beépített,363.40x250.50x19.90 mm,1.94 kg,36 hónap,VGA Webkamera (beépített),2 db,1 db,,,,,,,,
316,https://www.notebook.hu/apple-macbook-air-13-3-2020-mgne3mg-a-289521,"
Apple MacBook Air 13.3 2020 (MGNE3MG/A) Arany
",Raktáron,,Régi ár: 529 900 Ft,499 900 Ft,"Apple M1 8-magos ARM processzor (12MB cache, up to 3.2GHz)",Apple Mac OS 10.15 (Catalina),8GB LPDDR4X RAM,512GB PCIe SSD,Apple-designed 8-magos,"13.3"" WQXGA (2560 x 1600) matt IPS LCD Retina True Tone",,400 nit,,802.11 ax,v 5,,,2 db,Igen,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású","Sztereó hangszórók, Széles sztereó hangzás, Dolby Atmos hang támogatása, Irányított nyalábformálású, hárommikrofonos elrendezés","Beépített, 49,9 wattórás lítium-polimer akkumulátor",304.10x212.40x16.10 mm,1.29 kg,36 hónap,720p felbon­tású FaceTime HD-kamera,,,,Ujjlenyomat olvasó,,,,,,
317,https://www.notebook.hu/hp-pavilion-x360-14-dy0005nh-396k4ea-293063,"
HP Pavilion x360 14-dy0005nh (396K4EA) ezüst
",Raktáron,349 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB DDR4 3200MHz RAM (2x4GB),256GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"14"" FullHD (1920 x 1080) fényes Multi-Touch IPS LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,1 db,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",B&O hangzás; Dupla hangszóró; HP Audio Boost,3 cellás 43Whr beépített,322.00x209.00x19.90 mm,1.50 kg,36 hónap,HP Wide Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,2 db,microSD,,Gyorsulásmérő; eCompass; Giroszkóp,,,Multi-Touch,,
318,https://www.notebook.hu/asus-vivobook-s15-s533-s533ea-bn102t-303479,"
Asus VivoBook S15 S533 (S533EA-BN102T) Lázadó fekete
",Raktáron,319 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB DDR4 2933MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"15.6"" FullHD (1920 x 1080) matt IPS-level LCD",60 Hz,300 nit,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Magyar kiosztású",ASUS SonicMaster sztereó audio rendszer surround hanggal; intelligens erősítővel a maximális hangteljesítményért + Array mikrofon Cortana hangfelismerési támogatással; Harman Kardon minősítés,3 cellás 50Whr beépített,359.80x233.80x16.10 mm,1.80 kg,36 hónap,HD Webkamera (beépített),2 db,1 db,microSD,"Ujjlenyomat olvasó, TPM chip",,1 db,,,,
319,https://www.notebook.hu/hp-14s-dq2001nh-303j2ea-289010,"
HP 14s-dq2001nh (303J2EA) ezüst
",Raktáron,299 900 Ft,,,"Intel® Core™  i5-1135G7 Processor (8M Cache, up to 4.20 GHz)",Microsoft Windows 10 Home,8GB DDR4 2666MHz RAM,512GB M.2 PCIe SSD,Intel® Iris® Xe Graphics,"14"" FullHD (1920 x 1080) matt IPS LCD",60 Hz,250 nit,,802.11 ax,v 5,1 db,,,Nem,Nem,USB (vásárolható),"Világítás, Nincs numpad, Magyar kiosztású",Dupla hangszóró,3 cellás 41Whr beépített,324.00x225.00x17.90 mm,1.46 kg,36 hónap,HP True Vision 720p HD kamera beépített digitális kétcsatornás mikrofonokkal,,2 db,"SD, SDHX, SDXC",,,1 db,,,,
